Date,temp_max,temp_min,rainfall
2020-11-17,31.9,23.4,0.2
2020-11-18,32.5,24.2,0.3
2020-11-19,31.8,24.9,4.1
2020-11-20,31.8,24.3,9.0
2020-11-21,31.5,24.5,18.0
2020-11-22,31.6,23.8,0.1
2020-11-23,31.4,23.2,3.3
2020-11-24,31.4,23.4,0.4
2020-11-25,32.0,24.0,0.0
2020-11-26,31.3,23.5,0.0
2020-11-27,31.5,22.6,0.4
2020-11-28,32.2,22.7,20.9
2020-11-29,28.2,23.9,10.9
2020-11-30,30.0,23.0,3.7
2020-12-01,29.6,23.7,5.1
2020-12-02,31.2,23.7,0.3
2020-12-03,31.0,21.6,0.0
2020-12-04,31.0,20.6,0.0
2020-12-05,32.0,21.2,0.0
2020-12-06,33.0,22.8,0.0
2020-12-07,29.2,23.5,0.2
2020-12-08,32.8,24.4,0.1
2020-12-09,28.6,24.1,13.0
2020-12-10,31.9,23.5,3.0
2020-12-11,31.8,24.5,5.0
2020-12-12,31.6,23.9,7.4
2020-12-13,31.4,23.9,5.8
2020-12-14,30.8,24.0,1.4
2020-12-15,31.0,23.9,26.8
2020-12-16,31.2,22.6,0.1
2020-12-17,31.5,23.1,0.5
2020-12-18,31.4,23.4,2.7
2020-12-19,31.3,23.4,0.0
2020-12-20,31.4,23.0,0.0
2020-12-21,31.5,22.1,0.0
2020-12-22,30.5,21.5,1.2
2020-12-23,31.3,22.9,3.7
2020-12-24,31.5,23.4,2.3
2020-12-25,32.7,23.6,0.4
2020-12-26,33.2,23.4,0.0
2020-12-27,32.2,23.5,0.5
2020-12-28,32.0,23.0,0.9
2020-12-29,34.1,22.9,0.1
2020-12-30,32.7,25.2,0.5
2020-12-31,30.9,23.3,0.3
2021-01-01,30.9,22.2,0.0
2021-01-02,32.2,22.4,0.3
2021-01-03,33.2,22.4,0.2
2021-01-04,33.5,23.4,1.0
2021-01-05,33.0,24.0,3.9
2021-01-06,33.3,23.9,0.1
2021-01-07,35.2,24.5,0.0
2021-01-08,34.5,23.4,0.0
2021-01-09,32.5,22.6,0.0
2021-01-10,32.9,21.9,0.0
2021-01-11,34.3,21.4,0.0
2021-01-12,32.9,21.5,0.0
2021-01-13,30.8,19.4,0.0
2021-01-14,31.8,20.5,0.0
2021-01-15,32.8,20.7,0.0
2021-01-16,32.8,21.7,0.0
2021-01-17,34.7,21.8,0.0
2021-01-18,32.6,21.5,0.0
2021-01-19,31.3,20.2,0.0
2021-01-20,32.7,21.6,0.0
2021-01-21,32.8,22.3,0.0
2021-01-22,31.5,23.3,10.0
2021-01-23,29.0,23.7,5.1
2021-01-24,30.8,22.7,1.3
2021-01-25,31.1,22.6,0.2
2021-01-26,31.8,22.3,0.2
2021-01-27,32.5,22.0,0.3
2021-01-28,33.1,22.6,0.2
2021-01-29,31.5,21.9,0.0
2021-01-30,32.8,20.1,0.0
2021-01-31,32.8,22.0,0.0
2021-02-01,33.3,22.6,0.0
2021-02-02,33.2,22.8,0.0
2021-02-03,33.2,21.0,0.0
2021-02-04,34.0,21.3,0.0
2021-02-05,33.1,23.0,0.5
2021-02-06,32.5,23.4,0.4
2021-02-07,33.2,24.1,0.1
2021-02-08,32.5,24.2,1.5
2021-02-09,32.0,23.5,0.3
2021-02-10,31.4,23.5,12.2
2021-02-11,29.9,24.0,0.6
2021-02-12,31.2,22.8,2.1
2021-02-13,31.4,21.8,0.0
2021-02-14,30.6,21.0,0.0
2021-02-15,31.6,20.8,0.0
2021-02-16,32.0,21.4,0.0
2021-02-17,33.0,21.5,0.0
2021-02-18,32.5,20.3,0.0
2021-02-19,32.9,20.5,0.0
2021-02-20,32.8,20.8,0.0
2021-02-21,32.2,20.5,0.0
2021-02-22,33.0,20.9,0.0
2021-02-23,33.3,21.6,0.0
2021-02-24,34.5,22.8,0.0
2021-02-25,34.2,22.6,0.0
2021-02-26,32.7,24.0,0.1
2021-02-27,33.0,24.0,0.2
2021-02-28,32.7,23.6,0.6
2021-03-01,34.0,24.3,0.0
2021-03-02,35.5,24.6,0.2
2021-03-03,36.1,24.0,0.5
2021-03-04,36.8,24.7,0.0
2021-03-05,36.1,22.5,0.0
2021-03-06,36.3,22.5,0.0
2021-03-07,35.7,24.0,0.3
2021-03-08,35.7,23.9,0.0
2021-03-09,34.2,24.3,0.3
2021-03-10,34.3,23.6,0.2
2021-03-11,35.0,25.2,0.3
2021-03-12,36.0,24.9,0.0
2021-03-13,35.7,25.0,0.1
2021-03-14,35.3,23.2,0.0
2021-03-15,35.3,23.5,0.1
2021-03-16,33.5,24.6,0.1
2021-03-17,34.2,24.1,0.1
2021-03-18,34.3,24.1,0.0
2021-03-19,36.0,24.3,0.1
2021-03-20,33.0,25.6,1.1
2021-03-21,34.8,25.6,1.4
2021-03-22,35.8,24.7,0.0
2021-03-23,36.7,25.6,2.0
2021-03-24,35.8,26.0,3.6
2021-03-25,33.0,26.0,0.4
2021-03-26,35.7,24.6,0.0
2021-03-27,35.3,25.1,0.1
2021-03-28,35.8,25.1,0.0
2021-03-29,35.0,25.4,0.0
2021-03-30,34.2,25.2,0.3
2021-03-31,35.8,25.2,0.0
2021-04-01,35.1,25.9,0.4
2021-04-02,34.8,26.3,5.3
2021-04-03,32.2,24.7,12.0
2021-04-04,31.3,25.5,7.9
2021-04-05,32.8,24.5,0.2
2021-04-06,35.4,24.4,0.0
2021-04-07,33.8,24.2,0.1
2021-04-08,32.8,25.5,0.9
2021-04-09,33.0,25.9,5.4
2021-04-10,33.7,24.9,1.8
2021-04-11,35.3,25.1,0.4
2021-04-12,34.3,25.8,1.0
2021-04-13,33.7,25.5,3.4
2021-04-14,33.3,25.4,6.8
2021-04-15,31.7,24.1,48.1
2021-04-16,31.2,24.1,14.6
2021-04-17,32.0,24.6,18.8
2021-04-18,30.0,24.9,12.2
2021-04-19,30.8,24.5,8.6
2021-04-20,32.3,25.0,3.2
2021-04-21,31.6,25.6,5.5
2021-04-22,29.2,24.9,17.5
2021-04-23,31.2,24.7,17.7
2021-04-24,32.3,24.5,4.8
2021-04-25,31.8,24.5,6.6
2021-04-26,32.2,24.9,0.3
2021-04-27,30.8,25.5,13.3
2021-04-28,31.5,25.1,3.5
2021-04-29,32.0,25.3,0.1
2021-04-30,32.5,25.2,0.4
2021-05-01,30.8,25.4,6.1
2021-05-02,32.9,25.4,0.3
2021-05-03,33.5,25.5,0.4
2021-05-04,33.5,24.8,0.3
2021-05-05,34.4,25.6,1.9
2021-05-06,34.1,26.0,0.6
2021-05-07,32.8,25.0,1.3
2021-05-08,32.7,25.7,1.8
2021-05-09,32.6,26.4,7.8
2021-05-10,33.1,26.0,0.7
2021-05-11,33.2,26.0,1.5
2021-05-12,34.5,26.5,3.4
2021-05-13,33.2,26.7,5.4
2021-05-14,31.6,26.5,3.4
2021-05-15,32.8,25.9,3.3
2021-05-16,32.8,25.8,4.8
2021-05-17,31.9,25.0,31.1
2021-05-18,31.5,25.4,7.2
2021-05-19,32.5,25.4,8.7
2021-05-20,32.5,25.5,13.6
2021-05-21,31.5,25.7,15.8
2021-05-22,30.9,25.3,17.1
2021-05-23,31.3,25.2,22.1
2021-05-24,29.7,26.0,8.7
2021-05-25,28.7,24.6,63.1
2021-05-26,29.2,24.8,9.9
2021-05-27,30.2,24.9,20.5
2021-05-28,30.8,24.8,3.9
2021-05-29,31.6,25.3,4.1
2021-05-30,32.9,24.8,0.7
2021-05-31,33.0,25.7,2.8
2021-06-01,32.0,25.9,6.4
2021-06-02,32.3,26.1,3.1
2021-06-03,32.8,25.6,3.6
2021-06-04,33.5,25.2,0.2
2021-06-05,33.0,26.0,5.9
2021-06-06,32.3,25.0,4.3
2021-06-07,31.9,25.7,9.2
2021-06-08,28.9,24.9,6.4
2021-06-09,30.3,25.2,4.7
2021-06-10,30.6,25.0,12.4
2021-06-11,31.5,24.6,4.1
2021-06-12,30.0,24.9,9.0
2021-06-13,31.1,24.8,0.8
2021-06-14,32.2,24.9,1.0
2021-06-15,30.6,24.8,4.3
2021-06-16,31.7,24.9,11.3
2021-06-17,32.9,24.9,0.3
2021-06-18,32.2,24.9,2.8
2021-06-19,31.6,25.0,10.2
2021-06-20,32.4,25.0,17.7
2021-06-21,31.4,24.8,9.8
2021-06-22,31.0,24.5,13.5
2021-06-23,30.9,24.3,9.3
2021-06-24,31.5,24.0,8.3
2021-06-25,32.2,25.0,2.9
2021-06-26,31.9,24.9,0.8
2021-06-27,32.7,24.6,0.9
2021-06-28,32.8,25.0,5.7
2021-06-29,32.5,25.1,3.7
2021-06-30,32.2,25.6,2.6
2021-07-01,32.6,24.7,3.9
2021-07-02,33.0,24.6,0.2
2021-07-03,33.8,25.0,0.3
2021-07-04,32.0,26.0,8.4
2021-07-05,30.3,25.3,18.0
2021-07-06,28.2,25.0,7.4
2021-07-07,29.6,24.7,9.5
2021-07-08,27.2,24.6,11.9
2021-07-09,29.2,23.7,22.3
2021-07-10,30.3,24.3,8.4
2021-07-11,30.9,24.5,7.3
2021-07-12,31.5,25.2,6.1
2021-07-13,30.4,24.4,9.5
2021-07-14,30.5,24.5,22.7
2021-07-15,28.8,24.1,27.7
2021-07-16,31.5,23.9,4.0
2021-07-17,32.2,24.5,5.5
2021-07-18,30.4,25.1,18.4
2021-07-19,29.6,25.4,2.7
2021-07-20,31.2,25.0,7.5
2021-07-21,30.2,25.0,8.8
2021-07-22,29.5,25.0,1.8
2021-07-23,29.8,25.5,4.9
2021-07-24,31.5,25.9,1.5
2021-07-25,29.6,25.9,5.1
2021-07-26,31.3,25.0,3.4
2021-07-27,31.4,25.3,8.5
2021-07-28,30.9,25.8,9.9
2021-07-29,29.8,25.2,14.0
2021-07-30,30.0,24.9,17.5
2021-07-31,31.4,25.0,6.9
2021-08-01,32.2,25.1,2.9
2021-08-02,31.2,25.7,5.4
2021-08-03,30.4,26.0,3.4
2021-08-04,32.5,25.8,2.8
2021-08-05,31.3,25.8,2.6
2021-08-06,32.0,25.4,2.0
2021-08-07,32.3,25.2,3.5
2021-08-08,31.9,25.3,6.7
2021-08-09,32.0,25.9,1.3
2021-08-10,30.7,25.7,11.6
2021-08-11,30.8,25.2,14.2
2021-08-12,29.0,24.9,8.1
2021-08-13,30.9,24.6,9.6
2021-08-14,30.0,25.1,10.7
2021-08-15,29.9,24.5,0.0
2021-08-16,32.3,23.5,3.7
2021-08-17,31.4,24.1,11.5
2021-08-18,31.7,24.0,15.1
2021-08-19,31.2,24.0,11.2
2021-08-20,30.9,24.6,7.4
2021-08-21,31.8,23.9,1.0
2021-08-22,31.8,24.9,7.4
2021-08-23,31.6,24.9,22.0
2021-08-24,29.4,24.4,11.4
2021-08-25,28.6,24.0,10.1
2021-08-26,28.4,23.6,17.2
2021-08-27,31.2,23.5,18.1
2021-08-28,29.9,23.8,20.2
2021-08-29,29.8,23.3,33.1
2021-08-30,30.1,23.5,21.4
2021-08-31,30.8,23.9,13.8
2021-09-01,31.0,23.9,9.5
2021-09-02,29.5,24.1,30.0
2021-09-03,30.1,23.9,10.4
2021-09-04,29.1,24.2,25.2
2021-09-05,30.0,24.1,17.0
2021-09-06,30.6,23.3,9.7
2021-09-07,30.6,24.2,9.6
2021-09-08,30.8,24.3,5.4
2021-09-09,30.0,24.3,16.0
2021-09-10,30.5,24.9,5.6
2021-09-11,30.9,25.0,2.7
2021-09-12,31.0,25.2,1.1
2021-09-13,31.0,25.1,22.3
2021-09-14,29.4,24.4,30.1
2021-09-15,30.1,23.9,26.1
2021-09-16,30.1,24.5,3.2
2021-09-17,31.5,23.9,17.4
2021-09-18,31.8,24.6,8.1
2021-09-19,27.9,23.8,27.1
2021-09-20,30.5,23.4,14.0
2021-09-21,30.4,23.9,5.2
2021-09-22,30.0,23.8,8.6
2021-09-23,30.4,24.5,4.7
2021-09-24,29.9,24.5,14.7
2021-09-25,30.5,24.4,15.1
2021-09-26,31.0,23.9,5.5
2021-09-27,31.7,24.6,4.5
2021-09-28,31.9,25.0,3.3
2021-09-29,31.6,24.7,6.1
2021-09-30,29.9,24.4,10.9
2021-10-01,30.9,24.6,25.2
2021-10-02,29.9,23.9,26.8
2021-10-03,29.2,23.9,4.4
2021-10-04,31.1,24.6,3.0
2021-10-05,30.5,24.3,27.4
2021-10-06,27.9,24.0,12.4
2021-10-07,28.0,24.4,9.7
2021-10-08,29.2,25.0,9.9
2021-10-09,29.5,24.9,9.3
2021-10-10,32.2,25.1,9.2
2021-10-11,28.7,25.3,20.4
2021-10-12,29.0,24.5,35.3
2021-10-13,30.2,24.5,19.6
2021-10-14,31.2,24.2,12.0
2021-10-15,31.2,24.0,17.0
2021-10-16,28.0,24.0,24.6
2021-10-17,29.4,23.6,12.4
2021-10-18,30.8,23.7,1.2
2021-10-19,30.5,24.6,2.3
2021-10-20,28.8,24.0,25.3
2021-10-21,30.5,23.8,3.9
2021-10-22,29.7,24.0,12.7
2021-10-23,30.5,23.4,5.1
2021-10-24,31.1,23.5,3.0
2021-10-25,30.6,23.9,4.6
2021-10-26,31.2,24.0,1.1
2021-10-27,29.4,24.1,6.3
2021-10-28,31.0,23.5,0.9
2021-10-29,31.4,24.1,10.2
2021-10-30,31.6,23.3,4.0
2021-10-31,30.5,24.0,23.8
2021-11-01,31.2,23.8,10.9
2021-11-02,31.3,23.0,0.0
2021-11-03,31.6,23.5,0.9
2021-11-04,31.3,23.7,0.4
2021-11-05,31.5,23.9,6.7
2021-11-06,30.9,24.5,3.8
2021-11-07,30.8,24.7,1.2
2021-11-08,31.8,24.6,2.6
2021-11-09,29.4,23.5,2.8
2021-11-10,31.1,24.1,3.6
2021-11-11,28.8,24.0,21.2
2021-11-12,30.8,23.5,14.9
2021-11-13,30.4,23.1,9.3
2021-11-14,27.5,23.8,11.7
2021-11-15,29.5,23.4,16.1
2021-11-16,29.4,23.9,13.9
2021-11-17,30.5,23.8,12.7
2021-11-18,30.5,23.9,13.6
2021-11-19,30.9,23.3,1.1
2021-11-20,30.0,23.8,14.9
2021-11-21,31.1,22.9,8.7
2021-11-22,28.9,24.5,6.7
2021-11-23,30.8,22.9,11.4
2021-11-24,31.1,23.4,12.7
2021-11-25,30.5,23.5,2.4
2021-11-26,30.5,22.9,0.3
2021-11-27,27.8,23.3,4.0
2021-11-28,29.5,22.8,27.0
2021-11-29,27.5,23.7,3.1
2021-11-30,27.5,23.3,7.1
2021-12-01,29.5,22.4,1.0
2021-12-02,29.8,21.1,0.0
2021-12-03,28.8,20.9,0.0
2021-12-04,27.9,19.8,0.0
2021-12-05,28.8,17.9,0.0
2021-12-06,29.5,20.9,0.4
2021-12-07,29.5,20.8,0.0
2021-12-08,30.5,20.2,0.0
2021-12-09,30.1,22.2,3.6
2021-12-10,30.0,21.2,0.0
2021-12-11,30.0,19.5,0.0
2021-12-12,30.7,21.8,0.0
2021-12-13,30.6,23.2,0.0
2021-12-14,30.6,22.5,0.0
2021-12-15,31.5,22.9,0.0
2021-12-16,31.9,23.8,0.2
2021-12-17,32.5,24.2,1.0
2021-12-18,33.0,21.9,0.0
2021-12-19,29.9,24.3,0.0
2021-12-20,29.9,21.6,0.0
2021-12-21,31.8,22.2,0.0
2021-12-22,32.0,23.8,2.0
2021-12-23,32.0,23.0,0.0
2021-12-24,31.5,22.6,0.2
2021-12-25,32.6,22.5,0.2
2021-12-26,32.6,22.8,0.0
2021-12-27,32.0,23.2,6.2
2021-12-28,31.9,23.1,4.9
2021-12-29,30.5,23.0,0.2
2021-12-30,32.7,22.6,1.3
2021-12-31,31.9,22.5,0.0
2022-01-01,32.9,23.0,0.0
2022-01-02,33.0,23.1,0.0
2022-01-03,32.2,24.3,0.2
2022-01-04,33.2,23.2,1.4
2022-01-05,32.2,23.4,0.9
2022-01-06,31.4,24.0,1.1
2022-01-07,32.8,23.6,0.4
2022-01-08,33.8,23.1,0.1
2022-01-09,32.8,22.3,0.0
2022-01-10,31.8,24.0,2.9
2022-01-11,33.7,23.2,0.1
2022-01-12,32.8,21.9,0.0
2022-01-13,32.7,22.2,0.0
2022-01-14,32.8,21.0,0.0
2022-01-15,33.0,21.3,0.0
2022-01-16,33.7,21.5,0.0
2022-01-17,32.0,23.1,0.4
2022-01-18,34.0,22.5,0.0
2022-01-19,33.3,22.5,0.0
2022-01-20,33.0,22.5,0.8
2022-01-21,32.9,22.9,0.1
2022-01-22,33.7,23.0,0.0
2022-01-23,32.7,23.2,0.2
2022-01-24,33.2,23.2,0.0
2022-01-25,32.1,23.3,1.1
2022-01-26,34.2,23.2,0.2
2022-01-27,34.8,23.2,0.1
2022-01-28,34.8,22.6,0.0
2022-01-29,33.8,23.3,0.3
2022-01-30,32.4,24.4,0.3
2022-01-31,34.2,23.5,0.0
2022-02-01,36.0,23.6,0.0
2022-02-02,35.7,23.9,0.0
2022-02-03,35.3,23.6,0.1
2022-02-04,35.5,24.4,0.2
2022-02-05,34.4,24.0,0.3
2022-02-06,35.5,23.7,0.4
2022-02-07,35.8,24.5,0.4
2022-02-08,35.5,25.2,1.0
2022-02-09,35.5,24.8,0.1
2022-02-10,36.0,24.8,1.0
2022-02-11,35.2,24.6,0.4
2022-02-12,35.0,25.4,0.2
2022-02-13,33.5,24.9,8.1
2022-02-14,34.3,24.8,0.1
2022-02-15,34.2,24.6,1.2
2022-02-16,34.1,24.7,0.1
2022-02-17,34.2,24.4,0.1
2022-02-18,34.7,24.4,1.2
2022-02-19,33.9,24.6,1.2
2022-02-20,32.4,24.6,3.6
2022-02-21,33.0,24.1,5.8
2022-02-22,32.8,23.1,2.9
2022-02-23,33.3,23.6,1.0
2022-02-24,33.4,22.5,0.0
2022-02-25,33.8,23.2,0.1
2022-02-26,34.6,22.6,0.4
2022-02-27,35.2,23.6,0.1
2022-02-28,35.8,24.1,0.7
2022-03-01,35.1,24.9,0.0
2022-03-02,33.0,25.0,0.0
2022-03-03,34.3,25.1,0.4
2022-03-04,36.5,24.4,0.1
2022-03-05,36.3,25.0,1.5
2022-03-06,35.5,25.0,2.3
2022-03-07,35.2,25.0,2.0
2022-03-08,35.0,23.5,0.0
2022-03-09,34.5,24.0,0.3
2022-03-10,33.0,23.5,0.2
2022-03-11,35.3,23.1,0.0
2022-03-12,35.2,23.7,0.0
2022-03-13,35.0,25.5,5.1
2022-03-14,35.4,25.9,1.4
2022-03-15,35.0,25.0,0.1
2022-03-16,33.5,25.0,0.5
2022-03-17,35.0,24.9,0.0
2022-03-18,34.5,25.8,2.3
2022-03-19,34.5,24.2,1.8
2022-03-20,34.4,25.1,0.8
2022-03-21,32.7,25.3,2.8
2022-03-22,30.8,25.4,4.6
2022-03-23,33.5,24.7,1.6
2022-03-24,32.8,25.1,2.2
2022-03-25,34.9,25.3,0.0
2022-03-26,35.3,24.8,0.0
2022-03-27,35.7,23.5,1.2
2022-03-28,35.4,24.2,9.1
2022-03-29,33.6,23.9,11.1
2022-03-30,33.2,24.0,5.2
2022-03-31,30.9,24.3,18.4
2022-04-01,29.6,23.8,31.4
2022-04-02,31.9,24.0,3.0
2022-04-03,31.6,22.8,21.1
2022-04-04,32.0,22.9,14.8
2022-04-05,31.0,23.5,22.7
2022-04-06,32.2,23.2,0.1
2022-04-07,30.0,23.6,0.2
2022-04-08,32.5,22.8,1.8
2022-04-09,31.9,23.3,0.8
2022-04-10,31.6,23.1,19.1
2022-04-11,30.5,24.0,2.4
2022-04-12,31.5,23.8,2.0
2022-04-13,32.7,24.7,0.8
2022-04-14,32.9,25.1,6.9
2022-04-15,31.5,24.1,14.5
2022-04-16,30.6,24.7,19.1
2022-04-17,31.7,24.8,1.0
2022-04-18,33.0,25.4,0.2
2022-04-19,32.9,24.7,0.1
2022-04-20,32.7,25.0,3.2
2022-04-21,33.9,25.0,2.9
2022-04-22,34.1,25.2,0.5
2022-04-23,35.2,25.8,0.7
2022-04-24,33.7,25.6,6.0
2022-04-25,33.4,26.1,2.1
2022-04-26,33.8,25.8,1.8
2022-04-27,35.5,25.2,0.0
2022-04-28,34.0,26.5,2.2
2022-04-29,27.1,24.0,32.6
2022-04-30,29.8,24.4,17.2
2022-05-01,30.6,25.0,10.6
2022-05-02,31.5,24.4,24.6
2022-05-03,29.6,24.0,16.1
2022-05-04,31.5,23.6,9.0
2022-05-05,32.0,23.9,3.9
2022-05-06,30.9,25.5,7.1
2022-05-07,32.5,25.6,6.4
2022-05-08,29.8,25.8,12.4
2022-05-09,32.1,26.0,3.7
2022-05-10,31.5,25.5,10.6
2022-05-11,32.1,25.4,5.0
2022-05-12,32.2,24.5,14.2
2022-05-13,33.0,25.6,3.5
2022-05-14,32.8,26.0,3.0
2022-05-15,33.2,25.0,16.3
2022-05-16,31.4,24.3,24.1
2022-05-17,30.7,24.5,7.5
2022-05-18,30.1,24.2,13.0
2022-05-19,30.3,24.1,36.6
2022-05-20,32.3,25.1,15.7
2022-05-21,31.8,24.9,4.2
2022-05-22,30.9,24.8,18.7
2022-05-23,29.5,24.5,2.6
2022-05-24,31.9,25.0,0.4
2022-05-25,32.5,25.1,6.7
2022-05-26,31.7,25.4,12.1
2022-05-27,31.2,24.8,36.8
2022-05-28,29.9,24.2,13.3
2022-05-29,30.1,24.2,6.9
2022-05-30,31.0,24.6,10.9
2022-05-31,32.1,24.1,12.2
2022-06-01,30.5,24.4,11.0
2022-06-02,32.2,24.1,20.4
2022-06-03,30.8,23.5,7.6
2022-06-04,30.6,24.2,16.8
2022-06-05,32.2,23.2,0.0
2022-06-06,32.2,24.5,2.9
2022-06-07,32.2,24.5,21.8
2022-06-08,32.5,24.2,2.1
2022-06-09,33.4,24.5,0.7
2022-06-10,31.9,23.8,23.0
2022-06-11,33.2,24.2,1.1
2022-06-12,31.5,24.2,6.3
2022-06-13,32.0,24.2,1.6
2022-06-14,31.8,24.5,1.0
2022-06-15,32.3,25.3,7.3
2022-06-16,32.0,24.6,2.9
2022-06-17,32.2,24.6,10.6
2022-06-18,32.5,24.0,9.1
2022-06-19,32.6,24.7,3.1
2022-06-20,32.1,24.0,10.9
2022-06-21,31.4,24.1,14.5
2022-06-22,31.5,24.5,33.4
2022-06-23,31.5,24.8,18.8
2022-06-24,31.1,23.9,9.6
2022-06-25,31.2,23.9,8.4
2022-06-26,31.6,24.7,11.1
2022-06-27,32.3,24.4,15.2
2022-06-28,31.1,24.1,17.6
2022-06-29,32.8,25.1,18.9
2022-06-30,30.3,25.5,17.8
2022-07-01,29.9,24.9,5.8
2022-07-02,30.5,25.0,10.7
2022-07-03,30.6,24.6,4.6
2022-07-04,31.8,24.6,6.7
2022-07-05,30.8,24.6,9.8
2022-07-06,31.1,25.1,15.2
2022-07-07,31.6,24.3,3.0
2022-07-08,29.9,24.9,16.7
2022-07-09,30.2,25.0,13.9
2022-07-10,30.7,24.4,27.0
2022-07-11,30.9,24.4,34.9
2022-07-12,28.8,24.4,21.2
2022-07-13,29.7,23.8,4.4
2022-07-14,31.2,23.9,9.3
2022-07-15,29.6,24.0,13.2
2022-07-16,32.0,24.4,8.8
2022-07-17,30.5,24.4,10.4
2022-07-18,31.4,24.0,6.8
2022-07-19,31.6,24.6,3.9
2022-07-20,30.1,25.0,14.4
2022-07-21,28.9,24.2,8.6
2022-07-22,33.0,23.4,0.0
2022-07-23,31.8,24.6,7.9
2022-07-24,32.4,24.6,0.4
2022-07-25,31.5,24.8,14.5
2022-07-26,30.8,25.3,9.4
2022-07-27,31.1,24.5,7.0
2022-07-28,31.5,23.9,2.6
2022-07-29,32.6,24.2,1.3
2022-07-30,32.0,25.0,3.8
2022-07-31,32.2,24.5,15.7
2022-08-01,31.2,23.9,22.1
2022-08-02,31.3,24.8,9.7
2022-08-03,30.4,24.2,8.1
2022-08-04,31.2,23.6,11.1
2022-08-05,31.6,24.5,13.2
2022-08-06,27.8,24.5,14.9
2022-08-07,29.2,24.2,12.9
2022-08-08,27.7,24.4,18.1
2022-08-09,30.0,24.0,11.9
2022-08-10,30.3,23.9,9.1
2022-08-11,30.3,24.0,12.2
2022-08-12,32.0,23.2,8.5
2022-08-13,32.8,23.8,0.1
2022-08-14,32.2,24.4,9.4
2022-08-15,29.1,24.4,4.6
2022-08-16,31.1,23.6,7.9
2022-08-17,31.3,23.8,2.7
2022-08-18,32.0,24.4,13.0
2022-08-19,31.3,24.5,2.4
2022-08-20,30.6,24.9,12.5
2022-08-21,31.5,24.6,8.0
2022-08-22,31.8,24.1,4.0
2022-08-23,31.2,24.2,15.5
2022-08-24,31.7,24.5,5.9
2022-08-25,31.1,24.6,13.1
2022-08-26,29.1,24.2,15.0
2022-08-27,31.7,23.4,18.5
2022-08-28,31.2,23.0,6.4
2022-08-29,31.3,23.6,8.8
2022-08-30,31.7,24.8,14.3
2022-08-31,31.9,23.9,12.6
2022-09-01,32.2,23.7,14.7
2022-09-02,32.0,24.2,10.6
2022-09-03,31.9,24.1,16.2
2022-09-04,31.2,23.9,9.5
2022-09-05,31.3,24.1,10.4
2022-09-06,30.2,24.3,14.8
2022-09-07,27.9,24.0,12.4
2022-09-08,31.3,23.6,2.9
2022-09-09,32.0,23.5,20.3
2022-09-10,30.4,24.0,4.7
2022-09-11,30.5,23.8,12.2
2022-09-12,30.3,24.1,15.6
2022-09-13,31.0,23.5,3.1
2022-09-14,31.5,24.2,8.3
2022-09-15,30.7,23.5,14.8
2022-09-16,30.8,24.1,12.4
2022-09-17,31.0,24.1,17.8
2022-09-18,31.1,23.8,9.2
2022-09-19,30.1,23.9,12.2
2022-09-20,31.0,23.9,14.0
2022-09-21,29.9,23.9,7.1
2022-09-22,30.5,23.9,13.6
2022-09-23,30.5,24.0,5.1
2022-09-24,31.2,24.3,19.4
2022-09-25,31.3,24.0,20.4
2022-09-26,31.1,24.2,29.1
2022-09-27,29.3,23.5,16.9
2022-09-28,29.2,24.3,11.0
2022-09-29,29.6,23.6,7.8
2022-09-30,29.8,23.6,2.9
2022-10-01,29.5,24.8,26.5
2022-10-02,28.2,23.8,20.7
2022-10-03,30.0,24.0,3.8
2022-10-04,30.0,23.4,5.0
2022-10-05,30.2,24.1,15.5
2022-10-06,29.5,23.6,4.3
2022-10-07,31.0,23.1,13.7
2022-10-08,27.5,23.5,7.1
2022-10-09,29.9,23.2,14.2
2022-10-10,29.1,23.5,6.7
2022-10-11,30.9,23.3,6.7
2022-10-12,30.8,23.6,9.9
2022-10-13,31.7,23.0,0.4
2022-10-14,30.0,23.8,0.4
2022-10-15,30.0,22.1,0.0
2022-10-16,31.0,21.3,0.0
2022-10-17,31.6,23.1,3.4
2022-10-18,30.4,23.2,16.4
2022-10-19,29.7,24.1,28.3
2022-10-20,28.5,24.1,9.4
2022-10-21,30.8,24.0,6.2
2022-10-22,30.5,23.5,12.5
2022-10-23,30.7,23.8,20.5
2022-10-24,31.3,24.0,9.6
2022-10-25,30.8,23.5,10.4
2022-10-26,30.5,24.1,20.3
2022-10-27,29.9,23.9,15.5
2022-10-28,29.8,23.4,3.1
2022-10-29,31.5,22.6,5.3
2022-10-30,31.1,24.0,0.8
2022-10-31,31.7,22.4,0.0
2022-11-01,30.9,23.8,0.3
2022-11-02,29.5,23.1,2.0
2022-11-03,28.9,23.7,13.6
2022-11-04,29.9,23.5,11.8
2022-11-05,30.6,23.0,2.0
2022-11-06,30.9,22.7,6.5
2022-11-07,31.0,23.2,2.4
2022-11-08,32.2,23.4,0.1
2022-11-09,31.6,24.0,0.3
2022-11-10,31.5,24.1,6.4
2022-11-11,31.8,24.0,6.5
2022-11-12,30.7,24.0,12.1
2022-11-13,30.6,23.4,1.9
2022-11-14,31.0,23.7,4.1
2022-11-15,31.0,23.6,1.1
2022-11-16,31.9,23.9,0.4
2022-11-17,31.8,23.9,6.3
2022-11-18,31.4,23.5,12.1
2022-11-19,26.9,23.5,8.2
2022-11-20,25.9,23.4,31.5
2022-11-21,28.9,23.1,7.5
